,mean,std,2.5q,25q,50q,75q,97.5q,mc err
a_subj(groupA).155,3.57902754825,0.255170154656,3.08746231585,3.40937374234,3.5750661236,3.7475724724,4.09307366533,0.00392314655543
a_subj(groupA).156,2.75324853259,0.186753246759,2.40467001067,2.62774311422,2.74893412086,2.87043158899,3.13855294721,0.00271077473703
a_subj(groupA).157,1.6771204641,0.109805771537,1.47619992123,1.60007606801,1.67195587965,1.75015465415,1.900092344,0.00178698364836
a_subj(groupA).158,3.36573860915,0.243264407459,2.91058749959,3.20157134677,3.35939852063,3.52292327009,3.87049686753,0.0034303095404
a_subj(groupA).159,2.40748442998,0.158462374865,2.12409382397,2.29668154956,2.40293833084,2.51045574657,2.7404401976,0.00209247758773
a_subj(groupA).160,1.86989560027,0.111518344983,1.66477152133,1.79150775933,1.86511508742,1.94303017018,2.10140714685,0.00161560247826
a_subj(groupA).161,0.238036704298,0.0154657878171,0.20903298945,0.227632138579,0.237564771755,0.247908610972,0.269911622772,0.000254902022807
a_subj(groupA).162,2.59439064023,0.180683144624,2.25547033843,2.46623788408,2.58781590437,2.71191589944,2.95665129445,0.00274454291781
a_subj(groupA).163,2.29537520964,0.158754128928,1.99412130175,2.18653274124,2.29132168422,2.3983544506,2.61876491128,0.00214975124729
a_subj(groupA).164,1.35009443838,0.0832278868763,1.19464422125,1.2926192526,1.34813856178,1.40386699389,1.52153332577,0.00123532008034
a_subj(groupA).165,2.60311517359,0.164579958694,2.29374481932,2.49133107819,2.59710607079,2.70845293532,2.94435952911,0.00274981395522
a_subj(groupA).166,1.68902700954,0.118191515593,1.47026375803,1.60638283932,1.6844118527,1.76755908671,1.92941429614,0.00172204844726
a_subj(groupA).167,2.9950618801,0.209429538857,2.58481369321,2.85156342127,2.99287949969,3.1350425887,3.40680127851,0.00326191712347
a_subj(groupA).168,1.91804215565,0.125609168038,1.68323355205,1.82881752172,1.91477685823,2.00331278492,2.17363151708,0.00176210695427
a_subj(groupA).169,2.68412991887,0.185077719765,2.33648835158,2.55856888861,2.67779758338,2.80817304886,3.06871484973,0.00271400984523
a_subj(groupA).170,4.09770311579,0.291558176231,3.52726218132,3.89762494788,4.09342590751,4.2917460539,4.67478217749,0.00464895685245
a_subj(groupA).171,2.1036004315,0.145967336934,1.82971025161,2.00223458754,2.09890668382,2.20407825101,2.39809248411,0.00227475180869
a_subj(groupA).172,3.97423336696,0.278206587538,3.44536646523,3.78433302199,3.97264511487,4.15892822517,4.53807017923,0.00444133203341
a_subj(groupA).173,1.12069134409,0.0702507722858,0.989547221874,1.07317715157,1.11767799229,1.16544489022,1.26249374086,0.000967978903592
a_subj(groupA).174,2.74245033506,0.201442435902,2.35844588947,2.60889787727,2.73388602612,2.8770538501,3.14859725895,0.003235642382
a_subj(groupA).175,1.69602807938,0.108927443173,1.49327974242,1.62045755668,1.69330919634,1.76814150394,1.91374775202,0.00154685766349
a_subj(groupA).176,1.69408095844,0.11305035715,1.48303915122,1.61443980854,1.6915099184,1.7667442387,1.92292560022,0.00168539136317
a_subj(groupA).177,3.7803228394,0.270117885003,3.26670567746,3.59332510862,3.77586482749,3.96061053409,4.31626220319,0.00412189652542
a_subj(groupA).178,1.02085357577,0.066324849512,0.901196126722,0.974175952262,1.01759527416,1.06283831133,1.1545948249,0.000888704630537
a_subj(groupA).179,2.80003767724,0.193707640013,2.43707765152,2.669379765,2.79077346358,2.9289073525,3.19668064427,0.00299429918117
a_subj(groupA).180,3.24950155778,0.241493763042,2.79048722372,3.08098772555,3.24030175436,3.40438887929,3.74410968588,0.00369794227367
a_subj(groupA).181,3.26637668062,0.240776645436,2.80516246716,3.10089754721,3.26211134266,3.4238306958,3.74704162698,0.0039642130164
a_subj(groupA).182,1.41618571066,0.0899226131341,1.24835157489,1.35397775833,1.41318162984,1.47572630669,1.60264896828,0.00128973618058
a_subj(groupA).183,2.55308061326,0.177012767975,2.22662846362,2.43169037369,2.54460639286,2.66558385017,2.92049538202,0.00267334232773
a_subj(groupA).184,0.798886326853,0.0512516120421,0.702936114064,0.764010615958,0.797561456739,0.832051787811,0.906016831966,0.000733211307501
